timestamp,vehicle_id,speed_kmph,engine_rpm,fuel_level_pct,engine_temp_c,lat,lon,dtc_code
2025-05-01T09:58:00Z,CAR001,67.96,3132,31.37,97.3,12.964626,77.591297,
2025-05-01T09:59:00Z,CAR001,60.73,3063,68.8,93.1,12.969407,77.592336,
2025-05-01T10:00:00Z,CAR001,55.46,2375,21.59,82.1,12.967477,77.600176,
2025-05-01T10:01:00Z,CAR001,31.73,2434,21.81,105.9,12.976164,77.594011,
2025-05-01T10:02:00Z,CAR001,72.2,3054,29.37,80.1,12.967917,77.601829,
2025-05-01T10:03:00Z,CAR001,20.88,3066,53.64,95.7,12.981283,77.590615,
2025-05-01T10:04:00Z,CAR001,81.12,3044,45.3,98.3,12.979792,77.603599,
2025-05-01T10:05:00Z,CAR001,40.7,2567,20.72,102.5,12.970483,77.603042,
2025-05-01T10:06:00Z,CAR001,38.14,1962,70.49,87.5,12.964023,77.598275,
2025-05-01T10:07:00Z,CAR001,44.29,2505,89.26,82.9,12.96161,77.597394,P0420
2025-05-01T10:08:00Z,CAR001,28.38,3075,26.16,79.1,12.976,77.5889,P0171
2025-05-01T10:09:00Z,CAR001,91.74,1996,85.11,97.6,12.967993,77.59037,
2025-05-01T10:10:00Z,CAR001,35.92,3487,58.91,101.5,12.97489,77.585572,
2025-05-01T10:11:00Z,CAR001,44.09,3081,89.46,83.6,12.964766,77.593297,
2025-05-01T10:12:00Z,CAR001,40.62,2272,66.37,103.0,12.973708,77.599599,P0420
2025-05-01T10:13:00Z,CAR001,83.56,2077,90.8,99.0,12.972004,77.598793,
2025-05-01T10:14:00Z,CAR001,34.35,2871,29.85,79.2,12.977304,77.589778,
2025-05-01T10:15:00Z,CAR001,29.18,3123,85.41,80.6,12.980568,77.599991,
2025-05-01T10:16:00Z,CAR001,62.98,2278,37.3,83.9,12.981081,77.591986,
2025-05-01T10:17:00Z,CAR001,86.37,1931,25.15,94.1,12.963325,77.59712,P0420
2025-05-01T10:18:00Z,CAR001,89.58,3342,99.47,109.9,12.970364,77.588144,P0171
2025-05-01T10:19:00Z,CAR001,85.73,2160,69.08,88.1,12.968468,77.600367,P0420
2025-05-01T10:20:00Z,CAR001,65.07,3009,91.5,102.8,12.973226,77.592152,
2025-05-01T10:21:00Z,CAR001,84.69,2088,70.08,109.5,12.978696,77.587139,
2025-05-01T10:22:00Z,CAR001,34.48,2490,84.83,81.4,12.980756,77.587483,
2025-05-01T10:23:00Z,CAR001,44.93,3551,54.59,100.7,12.968149,77.603637,
2025-05-01T10:24:00Z,CAR001,30.77,3024,96.98,82.3,12.96249,77.599818,P0420
2025-05-01T10:25:00Z,CAR001,23.87,2507,59.45,73.7,12.969303,77.597853,P0420
2025-05-01T10:26:00Z,CAR001,73.78,3042,94.92,106.5,12.975017,77.601719,
2025-05-01T10:27:00Z,CAR001,80.04,2288,95.39,95.6,12.981596,77.592973,P0420
2025-05-01T10:28:00Z,CAR001,23.93,3564,92.48,95.7,12.966409,77.591602,P0420
2025-05-01T10:29:00Z,CAR001,35.84,1543,57.35,104.8,12.969054,77.588879,
2025-05-01T10:30:00Z,CAR001,94.71,3613,89.32,96.1,12.961693,77.586935,P0420
2025-05-01T10:31:00Z,CAR001,70.33,2525,72.91,96.7,12.96255,77.600716,
2025-05-01T10:32:00Z,CAR001,68.83,2458,62.76,88.1,12.979837,77.603606,P0171
2025-05-01T10:33:00Z,CAR001,52.78,3719,39.02,109.8,12.976728,77.60432,P0171
2025-05-01T10:34:00Z,CAR001,22.6,3180,87.37,78.9,12.976484,77.600566,
2025-05-01T10:35:00Z,CAR001,22.54,1899,21.85,96.9,12.972202,77.5869,
2025-05-01T10:36:00Z,CAR001,59.21,1915,96.19,90.8,12.9656,77.585796,
2025-05-01T10:37:00Z,CAR001,84.28,3518,76.7,86.5,12.974883,77.588612,P0420
2025-05-01T10:38:00Z,CAR001,86.73,3523,78.84,91.7,12.974384,77.590119,P0420
2025-05-01T10:39:00Z,CAR001,67.24,3291,90.61,74.8,12.977063,77.600982,P0171
2025-05-01T10:40:00Z,CAR001,74.54,2835,43.21,82.8,12.967611,77.601968,P0171
2025-05-01T10:41:00Z,CAR001,40.65,3104,26.92,77.6,12.967893,77.601929,P0171
2025-05-01T10:42:00Z,CAR001,43.2,3441,41.99,107.8,12.971077,77.595933,
2025-05-01T10:43:00Z,CAR001,26.73,2084,60.93,87.3,12.961655,77.588382,
2025-05-01T10:44:00Z,CAR001,59.32,2761,53.05,92.8,12.965078,77.587115,
2025-05-01T10:45:00Z,CAR001,21.38,2102,59.13,74.6,12.964063,77.598903,P0420
2025-05-01T10:46:00Z,CAR001,95.37,3201,63.88,75.1,12.968862,77.584795,
2025-05-01T10:47:00Z,CAR001,32.46,2111,43.85,76.1,12.967272,77.601714,
2025-05-01T10:48:00Z,CAR001,62.17,2333,69.57,78.4,12.966968,77.604353,P0171
2025-05-01T10:49:00Z,CAR001,36.02,2780,84.06,84.4,12.969121,77.585415,
2025-05-01T10:50:00Z,CAR001,32.3,2155,65.19,75.0,12.96252,77.593493,
2025-05-01T10:51:00Z,CAR001,69.05,3503,26.99,87.2,12.974343,77.590289,
2025-05-01T10:52:00Z,CAR001,61.62,3526,39.88,74.7,12.964829,77.587879,
2025-05-01T10:53:00Z,CAR001,35.97,3812,29.69,88.1,12.979491,77.601518,P0171
2025-05-01T10:54:00Z,CAR001,99.43,2123,94.2,98.9,12.961914,77.600336,P0171
2025-05-01T10:55:00Z,CAR001,54.15,3670,83.02,95.3,12.962271,77.584891,
2025-05-01T10:56:00Z,CAR001,29.83,2512,76.81,99.9,12.974096,77.588647,
2025-05-01T10:57:00Z,CAR001,88.82,2045,24.26,103.6,12.97818,77.585233,P0420
2025-05-01T10:58:00Z,CAR001,50.41,3145,89.39,109.3,12.980271,77.590311,
2025-05-01T10:59:00Z,CAR001,36.45,2738,50.4,94.3,12.964492,77.588258,
2025-05-01T11:00:00Z,CAR001,23.97,3315,56.04,104.3,12.974894,77.598009,P0171
2025-05-01T11:01:00Z,CAR001,39.84,3510,77.56,88.8,12.964718,77.591593,
2025-05-01T11:02:00Z,CAR001,96.87,3179,35.16,72.2,12.962706,77.589257,
2025-05-01T11:03:00Z,CAR001,39.63,2014,35.64,77.3,12.976571,77.587924,P0420
2025-05-01T11:04:00Z,CAR001,24.34,3111,42.55,83.2,12.979413,77.585098,
2025-05-01T11:05:00Z,CAR001,72.93,2717,34.02,86.1,12.963892,77.585802,
2025-05-01T11:06:00Z,CAR001,62.01,2428,96.31,92.8,12.966573,77.588683,P0171
2025-05-01T11:07:00Z,CAR001,53.55,1849,80.38,99.5,12.97424,77.593719,P0420
2025-05-01T11:08:00Z,CAR001,96.94,2957,96.01,72.4,12.981368,77.601747,
2025-05-01T11:09:00Z,CAR001,30.8,3036,80.82,83.3,12.971592,77.593634,
2025-05-01T11:10:00Z,CAR001,46.59,2344,68.57,77.9,12.974369,77.604049,
2025-05-01T11:11:00Z,CAR001,28.34,3469,79.74,81.3,12.969837,77.603662,
2025-05-01T11:12:00Z,CAR001,72.23,2946,93.49,92.7,12.97559,77.598344,
2025-05-01T11:13:00Z,CAR001,32.23,1960,90.37,103.4,12.97999,77.60087,P0171
2025-05-01T11:14:00Z,CAR001,21.34,3024,60.72,105.3,12.972737,77.601281,
2025-05-01T11:15:00Z,CAR001,87.25,2406,24.5,73.2,12.96774,77.604099,
2025-05-01T11:16:00Z,CAR001,52.95,2800,78.38,85.2,12.977287,77.591824,P0420
2025-05-01T11:17:00Z,CAR001,36.26,3373,72.0,102.9,12.973114,77.585683,
2025-05-01T11:18:00Z,CAR001,87.04,2831,69.53,78.3,12.975239,77.591112,P0171
2025-05-01T11:19:00Z,CAR001,44.56,1703,23.23,82.2,12.970071,77.593365,
2025-05-01T11:20:00Z,CAR001,50.49,3021,22.8,80.9,12.965918,77.596119,
2025-05-01T11:21:00Z,CAR001,25.96,3668,30.21,103.6,12.974933,77.584742,
2025-05-01T11:22:00Z,CAR001,97.51,2668,82.71,84.9,12.96369,77.587355,P0171
2025-05-01T11:23:00Z,CAR001,26.0,3982,64.25,91.6,12.962195,77.587333,P0420
2025-05-01T11:24:00Z,CAR001,59.27,1767,77.22,101.4,12.966054,77.585976,
2025-05-01T11:25:00Z,CAR001,61.66,2193,24.97,103.9,12.978208,77.600842,
2025-05-01T11:26:00Z,CAR001,83.61,2435,83.52,71.1,12.963022,77.586736,P0420
2025-05-01T11:27:00Z,CAR001,89.67,3618,47.21,93.7,12.964366,77.585168,
2025-05-01T11:28:00Z,CAR001,54.22,1943,28.7,96.4,12.965622,77.602592,
2025-05-01T11:29:00Z,CAR001,36.65,3896,26.17,74.4,12.979652,77.598321,P0420
2025-05-01T11:30:00Z,CAR001,86.22,3153,36.61,96.7,12.962789,77.604004,
2025-05-01T11:31:00Z,CAR001,47.15,3085,68.89,94.9,12.977616,77.58493,
2025-05-01T11:32:00Z,CAR001,56.75,2120,81.31,70.7,12.977185,77.595344,
2025-05-01T11:33:00Z,CAR001,58.09,3237,72.75,84.3,12.968443,77.589452,
2025-05-01T11:34:00Z,CAR001,54.69,2615,94.67,107.9,12.972907,77.599112,
2025-05-01T11:35:00Z,CAR001,79.25,2130,82.77,75.6,12.968782,77.590739,P0171
2025-05-01T11:36:00Z,CAR001,24.8,2750,74.33,89.4,12.981454,77.595454,
2025-05-01T11:37:00Z,CAR001,98.05,2852,25.74,76.9,12.974403,77.593545,
2025-05-01T11:38:00Z,CAR001,38.82,3476,85.89,80.7,12.974508,77.603724,
2025-05-01T11:39:00Z,CAR001,92.26,3012,27.06,93.7,12.971937,77.589492,
2025-05-01T11:40:00Z,CAR001,46.47,3011,62.64,92.6,12.965775,77.588788,
2025-05-01T11:41:00Z,CAR001,35.67,2473,85.51,73.7,12.981599,77.592057,
2025-05-01T11:42:00Z,CAR001,53.16,3765,27.4,87.9,12.981294,77.596233,
2025-05-01T11:43:00Z,CAR001,66.09,1507,76.23,79.2,12.978546,77.597132,P0420
2025-05-01T11:44:00Z,CAR001,46.54,1944,87.56,79.6,12.96689,77.599847,
2025-05-01T11:45:00Z,CAR001,91.73,3301,86.08,97.0,12.97113,77.587562,
2025-05-01T11:46:00Z,CAR001,30.87,2426,77.25,101.6,12.963547,77.598055,
2025-05-01T11:47:00Z,CAR001,96.02,2953,59.52,98.5,12.964992,77.602199,
2025-05-01T11:48:00Z,CAR001,87.51,3490,61.39,73.0,12.972663,77.591418,P0171
2025-05-01T11:49:00Z,CAR001,46.87,3478,74.88,96.1,12.970973,77.587984,
2025-05-01T11:50:00Z,CAR001,86.93,2957,56.86,90.9,12.963504,77.586164,
2025-05-01T11:51:00Z,CAR001,34.38,3687,56.5,71.7,12.965296,77.587644,
2025-05-01T11:52:00Z,CAR001,36.11,3679,75.45,91.0,12.974789,77.603334,
2025-05-01T11:53:00Z,CAR001,78.71,1801,64.92,104.5,12.965248,77.602921,
2025-05-01T11:54:00Z,CAR001,81.2,2609,21.43,96.5,12.964102,77.598542,P0171
2025-05-01T11:55:00Z,CAR001,98.32,2737,33.48,77.7,12.964359,77.590407,P0420
2025-05-01T11:56:00Z,CAR001,39.86,2534,80.48,104.6,12.970555,77.59364,
2025-05-01T11:57:00Z,CAR001,74.0,3318,62.22,88.2,12.976897,77.603162,
2025-05-01T11:58:00Z,CAR001,68.41,1662,42.42,88.4,12.972469,77.603831,
2025-05-01T11:59:00Z,CAR001,90.87,3064,80.83,72.9,12.978428,77.592959,P0171
2025-05-01T12:00:00Z,CAR001,24.21,2149,56.28,82.5,12.980005,77.603821,
2025-05-01T12:01:00Z,CAR001,43.17,2644,25.43,106.5,12.973054,77.592233,
2025-05-01T12:02:00Z,CAR001,62.9,2114,98.25,94.7,12.977716,77.597509,
2025-05-01T12:03:00Z,CAR001,65.05,3111,65.06,102.3,12.964408,77.59231,P0420
2025-05-01T12:04:00Z,CAR001,93.21,2912,59.43,75.3,12.963114,77.597755,
2025-05-01T12:05:00Z,CAR001,85.99,3585,59.74,75.5,12.962449,77.603736,
2025-05-01T12:06:00Z,CAR001,20.66,2201,34.79,74.1,12.97766,77.590292,
2025-05-01T12:07:00Z,CAR001,97.63,2370,92.87,84.8,12.964407,77.594453,P0171
2025-05-01T12:08:00Z,CAR001,83.51,3085,49.07,86.7,12.965231,77.58584,P0171
2025-05-01T12:09:00Z,CAR001,46.95,2965,77.03,89.7,12.970684,77.593886,P0171
2025-05-01T12:10:00Z,CAR001,96.32,2988,98.36,78.8,12.970193,77.585348,
2025-05-01T12:11:00Z,CAR001,94.25,3693,49.75,77.1,12.976231,77.589183,
2025-05-01T12:12:00Z,CAR001,97.84,2062,90.67,94.4,12.977626,77.599396,
2025-05-01T12:13:00Z,CAR001,37.62,1858,54.11,104.7,12.981329,77.597801,
2025-05-01T12:14:00Z,CAR001,97.11,3954,21.84,70.0,12.978174,77.592616,P0171
2025-05-01T12:15:00Z,CAR001,61.6,1841,94.59,102.6,12.969415,77.591617,
2025-05-01T12:16:00Z,CAR001,62.58,1775,20.0,98.6,12.967096,77.58988,
2025-05-01T12:17:00Z,CAR001,63.5,2901,64.9,95.9,12.965089,77.599965,
2025-05-01T12:18:00Z,CAR001,37.16,3703,72.83,81.5,12.961865,77.590591,
2025-05-01T12:19:00Z,CAR001,44.64,3371,99.89,75.7,12.979248,77.593557,
2025-05-01T12:20:00Z,CAR001,97.65,2347,87.52,80.4,12.979446,77.5952,P0420
2025-05-01T12:21:00Z,CAR001,68.59,3961,92.18,107.0,12.966904,77.588448,
2025-05-01T12:22:00Z,CAR001,52.55,2953,79.84,91.4,12.978781,77.586825,
2025-05-01T12:23:00Z,CAR001,91.34,3834,65.25,75.9,12.980563,77.600985,P0420
2025-05-01T12:24:00Z,CAR001,62.49,3158,24.33,86.7,12.971324,77.600043,P0420
2025-05-01T12:25:00Z,CAR001,77.9,2886,96.02,101.1,12.974183,77.585289,
2025-05-01T12:26:00Z,CAR001,92.75,1836,51.85,85.9,12.966106,77.586708,
2025-05-01T12:27:00Z,CAR001,26.31,2059,96.53,105.2,12.978328,77.598818,
2025-05-01T12:28:00Z,CAR001,21.36,1882,75.93,95.4,12.963764,77.588379,P0171
2025-05-01T12:29:00Z,CAR001,65.1,2020,78.03,77.8,12.971427,77.587639,P0420
2025-05-01T12:30:00Z,CAR001,77.66,3688,88.96,86.9,12.969323,77.587751,
2025-05-01T12:31:00Z,CAR001,28.12,3872,51.06,85.3,12.975948,77.59146,
2025-05-01T12:32:00Z,CAR001,32.52,3669,75.37,107.9,12.979926,77.584733,
2025-05-01T12:33:00Z,CAR001,51.5,2901,54.03,95.3,12.96709,77.603303,
2025-05-01T12:34:00Z,CAR001,49.21,2880,61.1,86.2,12.966541,77.588923,P0171
2025-05-01T12:35:00Z,CAR001,55.85,2310,87.65,93.2,12.965751,77.595004,
2025-05-01T12:36:00Z,CAR001,63.32,2810,43.43,75.7,12.964572,77.587563,
2025-05-01T12:37:00Z,CAR001,26.69,2634,60.43,85.7,12.979032,77.602686,
2025-05-01T12:38:00Z,CAR001,60.56,3892,73.91,95.4,12.966105,77.588906,
2025-05-01T12:39:00Z,CAR001,56.25,2465,45.1,75.2,12.96905,77.600689,
2025-05-01T12:40:00Z,CAR001,89.0,1941,27.22,72.0,12.97135,77.585227,
2025-05-01T12:41:00Z,CAR001,52.61,1860,48.12,92.1,12.976795,77.596315,P0171
2025-05-01T12:42:00Z,CAR001,68.86,2471,85.63,108.9,12.978997,77.592785,
2025-05-01T12:43:00Z,CAR001,82.57,3559,49.41,101.4,12.968131,77.591884,
2025-05-01T12:44:00Z,CAR001,50.87,1699,85.38,73.7,12.971651,77.599737,
2025-05-01T12:45:00Z,CAR001,84.82,2859,74.5,104.6,12.973614,77.601239,P0171
2025-05-01T12:46:00Z,CAR001,60.6,2596,36.72,90.6,12.962474,77.587105,P0171
2025-05-01T12:47:00Z,CAR001,60.46,2830,57.51,84.8,12.969319,77.588757,
2025-05-01T12:48:00Z,CAR001,47.43,2596,99.78,107.8,12.978959,77.59969,
2025-05-01T12:49:00Z,CAR001,54.76,1952,87.66,84.3,12.967337,77.590919,P0420
2025-05-01T12:50:00Z,CAR001,28.44,2150,46.59,74.5,12.970918,77.587504,P0420
2025-05-01T12:51:00Z,CAR001,50.06,2471,60.62,73.2,12.974442,77.591314,
2025-05-01T12:52:00Z,CAR001,66.54,1777,25.64,88.6,12.965304,77.587221,
2025-05-01T12:53:00Z,CAR001,96.9,3506,22.21,100.6,12.97686,77.603044,P0420
2025-05-01T12:54:00Z,CAR001,21.07,3979,45.54,93.4,12.974114,77.588099,P0171
2025-05-01T12:55:00Z,CAR001,96.57,2778,77.84,89.9,12.9795,77.595925,P0420
2025-05-01T12:56:00Z,CAR001,81.87,2284,58.08,93.1,12.971358,77.60448,
2025-05-01T12:57:00Z,CAR001,81.55,3014,59.52,86.8,12.963924,77.593339,
2025-05-01T12:58:00Z,CAR001,69.81,1990,74.76,91.9,12.97233,77.601146,P0420
2025-05-01T12:59:00Z,CAR001,24.14,2743,86.25,104.9,12.980824,77.603573,P0420
2025-05-01T13:00:00Z,CAR001,58.28,3710,78.44,103.7,12.979897,77.59237,
2025-05-01T13:01:00Z,CAR001,33.82,2644,63.82,87.7,12.974792,77.602745,
2025-05-01T13:02:00Z,CAR001,96.45,1873,84.78,109.9,12.965041,77.591066,
2025-05-01T13:03:00Z,CAR001,58.98,3755,48.07,75.3,12.973618,77.588942,
2025-05-01T13:04:00Z,CAR001,63.25,3397,20.01,97.3,12.96334,77.59543,P0420
2025-05-01T13:05:00Z,CAR001,25.92,1580,83.22,97.9,12.980733,77.598545,P0171
2025-05-01T13:06:00Z,CAR001,98.77,3926,36.63,76.5,12.969828,77.597441,
2025-05-01T13:07:00Z,CAR001,34.98,3987,62.22,106.8,12.969188,77.601486,
2025-05-01T13:08:00Z,CAR001,56.74,3686,98.15,83.4,12.97746,77.589436,
2025-05-01T13:09:00Z,CAR001,82.4,1664,58.92,87.5,12.965228,77.592102,P0171
2025-05-01T13:10:00Z,CAR001,36.84,2757,79.66,102.4,12.975274,77.597445,P0420
2025-05-01T13:11:00Z,CAR001,72.83,2067,27.43,94.9,12.96927,77.593187,P0420
2025-05-01T13:12:00Z,CAR001,34.22,3295,76.51,102.6,12.973741,77.586078,
2025-05-01T13:13:00Z,CAR001,37.26,2291,64.47,84.5,12.978915,77.596259,P0171
2025-05-01T13:14:00Z,CAR001,34.02,2798,68.76,75.5,12.973679,77.593063,
2025-05-01T13:15:00Z,CAR001,60.91,1614,34.43,99.1,12.970398,77.586269,
2025-05-01T13:16:00Z,CAR001,85.55,2847,39.78,88.9,12.966305,77.592328,
2025-05-01T13:17:00Z,CAR001,37.16,2679,48.8,104.2,12.979617,77.602071,
2025-05-01T13:18:00Z,CAR001,84.06,2950,58.97,87.4,12.977247,77.60042,P0420
2025-05-01T13:19:00Z,CAR001,72.75,3474,71.95,89.4,12.968466,77.602073,
2025-05-01T13:20:00Z,CAR001,65.92,1595,76.99,79.1,12.968401,77.595329,P0420
2025-05-01T13:21:00Z,CAR001,65.75,2177,85.91,104.9,12.97243,77.594762,
2025-05-01T13:22:00Z,CAR001,78.81,1770,72.35,100.8,12.974362,77.603766,P0420
2025-05-01T13:23:00Z,CAR001,71.99,3568,60.98,78.4,12.967043,77.602013,
2025-05-01T13:24:00Z,CAR001,50.29,2415,75.57,103.2,12.966226,77.590541,
2025-05-01T13:25:00Z,CAR001,33.48,3376,42.7,90.5,12.971541,77.604185,
2025-05-01T13:26:00Z,CAR001,78.53,1820,26.13,78.3,12.968657,77.598555,
2025-05-01T13:27:00Z,CAR001,55.02,1878,65.98,79.4,12.973337,77.600939,
2025-05-01T13:28:00Z,CAR001,24.61,2244,94.34,71.8,12.980161,77.600974,P0420
2025-05-01T13:29:00Z,CAR001,94.62,2545,41.52,109.7,12.970871,77.595391,P0420
2025-05-01T13:30:00Z,CAR001,90.3,3205,98.82,93.2,12.980134,77.590902,
2025-05-01T13:31:00Z,CAR001,96.6,3859,39.04,101.7,12.967919,77.598423,
2025-05-01T13:32:00Z,CAR001,77.43,3926,85.59,105.1,12.970577,77.591212,P0420
2025-05-01T13:33:00Z,CAR001,46.34,3401,79.51,78.0,12.971973,77.593791,P0420
2025-05-01T13:34:00Z,CAR001,54.41,3416,67.56,75.3,12.972954,77.59377,
2025-05-01T13:35:00Z,CAR001,96.98,2427,96.08,72.0,12.978564,77.586484,
2025-05-01T13:36:00Z,CAR001,78.45,2681,84.48,74.1,12.962755,77.589909,
2025-05-01T13:37:00Z,CAR001,92.75,3233,68.32,94.6,12.972433,77.590222,
2025-05-01T13:38:00Z,CAR001,27.89,1776,93.93,103.3,12.961862,77.600494,
2025-05-01T13:39:00Z,CAR001,91.95,1982,70.05,72.6,12.97199,77.591934,P0420
2025-05-01T13:40:00Z,CAR001,67.36,2223,37.44,99.9,12.962033,77.595262,
2025-05-01T13:41:00Z,CAR001,52.75,3996,46.65,74.7,12.981075,77.59237,P0171
2025-05-01T13:42:00Z,CAR001,92.28,2776,31.77,84.2,12.96887,77.600962,
2025-05-01T13:43:00Z,CAR001,33.5,3985,76.41,106.0,12.979908,77.603003,
2025-05-01T13:44:00Z,CAR001,37.4,3059,27.56,98.1,12.979425,77.589625,
2025-05-01T13:45:00Z,CAR001,90.39,1934,88.3,78.7,12.980868,77.586401,
2025-05-01T13:46:00Z,CAR001,27.73,3203,70.61,84.1,12.969457,77.589944,
2025-05-01T13:47:00Z,CAR001,50.39,3423,31.68,79.1,12.976618,77.59607,
2025-05-01T13:48:00Z,CAR001,69.39,1828,62.15,78.8,12.963427,77.600287,
2025-05-01T13:49:00Z,CAR001,60.83,2040,34.73,81.5,12.970599,77.601278,P0171
2025-05-01T13:50:00Z,CAR001,35.92,3127,88.1,99.6,12.973794,77.590175,
2025-05-01T13:51:00Z,CAR001,95.93,3330,33.08,94.9,12.963765,77.602313,
2025-05-01T13:52:00Z,CAR001,52.02,1767,52.09,99.5,12.966597,77.58952,
2025-05-01T13:53:00Z,CAR001,20.91,2221,60.19,98.4,12.961816,77.599375,P0171
2025-05-01T13:54:00Z,CAR001,23.09,2762,97.95,75.5,12.975258,77.59874,
